provider_reference,negotiated_rate,billing_code,billing_code_type,negotiation_arrangement,negotiated_type,billing_class
4381,211.430000,0002M,CPT,ffs,negotiated,professional
47830,302.040000,0002M,CPT,ffs,negotiated,professional
31334,503.400000,0002M,CPT,ffs,negotiated,professional
55754,211.430000,0002M,CPT,ffs,negotiated,professional
38765,211.430000,0002M,CPT,ffs,negotiated,professional
27330,211.430000,0002M,CPT,ffs,negotiated,professional
40360,211.430000,0002M,CPT,ffs,negotiated,professional
28495,302.040000,0002M,CPT,ffs,negotiated,professional
59874,276.870000,0002M,CPT,ffs,negotiated,professional
49836,302.040000,0002M,CPT,ffs,negotiated,professional
21959,211.430000,0002M,CPT,ffs,negotiated,professional
52720,211.430000,0002M,CPT,ffs,negotiated,professional
11313,251.700000,0002M,CPT,ffs,negotiated,professional
14837,211.430000,0002M,CPT,ffs,negotiated,professional
2522,211.430000,0002M,CPT,ffs,negotiated,professional
40538,211.430000,0002M,CPT,ffs,negotiated,professional
4632,256.730000,0002M,CPT,ffs,negotiated,professional
33109,211.430000,0002M,CPT,ffs,negotiated,professional
28170,211.430000,0002M,CPT,ffs,negotiated,professional
46755,211.430000,0002M,CPT,ffs,negotiated,professional
5091,211.430000,0002M,CPT,ffs,negotiated,professional
43718,211.430000,0002M,CPT,ffs,negotiated,professional
317,211.430000,0002M,CPT,ffs,negotiated,professional
7741,211.430000,0002M,CPT,ffs,negotiated,professional
19484,211.430000,0002M,CPT,ffs,negotiated,professional
40246,302.040000,0002M,CPT,ffs,negotiated,professional
5386,226.530000,0002M,CPT,ffs,negotiated,professional
46209,1132.650000,0002M,CPT,ffs,negotiated,professional
36935,176.190000,0002M,CPT,ffs,negotiated,professional
21528,211.430000,0002M,CPT,ffs,negotiated,professional
54504,302.040000,0002M,CPT,ffs,negotiated,professional
42822,402.720000,0002M,CPT,ffs,negotiated,professional
23285,211.430000,0002M,CPT,ffs,negotiated,professional
35013,211.430000,0002M,CPT,ffs,negotiated,professional
36255,211.430000,0002M,CPT,ffs,negotiated,professional
50402,503.400000,0002M,CPT,ffs,negotiated,professional
43952,302.040000,0002M,CPT,ffs,negotiated,professional
16940,211.430000,0002M,CPT,ffs,negotiated,professional
10073,211.430000,0002M,CPT,ffs,negotiated,professional
45818,211.430000,0002M,CPT,ffs,negotiated,professional
49544,211.430000,0002M,CPT,ffs,negotiated,professional
30348,256.730000,0002M,CPT,ffs,negotiated,professional
39626,211.430000,0002M,CPT,ffs,negotiated,professional
11989,211.430000,0002M,CPT,ffs,negotiated,professional
45077,969.050000,0002M,CPT,ffs,negotiated,professional
29589,211.430000,0002M,CPT,ffs,negotiated,professional
57138,211.430000,0002M,CPT,ffs,negotiated,professional
15949,251.700000,0002M,CPT,ffs,negotiated,professional
45524,211.430000,0002M,CPT,ffs,negotiated,professional
24250,211.430000,0002M,CPT,ffs,negotiated,professional
54571,211.430000,0002M,CPT,ffs,negotiated,professional
42362,211.430000,0002M,CPT,ffs,negotiated,professional
33634,211.430000,0002M,CPT,ffs,negotiated,professional
55081,253.160000,0002M,CPT,ffs,negotiated,professional
1296,211.430000,0002M,CPT,ffs,negotiated,professional
48213,211.430000,0002M,CPT,ffs,negotiated,professional
9702,302.040000,0002M,CPT,ffs,negotiated,professional
59420,211.430000,0002M,CPT,ffs,negotiated,professional
56112,211.430000,0002M,CPT,ffs,negotiated,professional
48241,302.040000,0002M,CPT,ffs,negotiated,professional
40923,302.040000,0002M,CPT,ffs,negotiated,professional
795,302.040000,0002M,CPT,ffs,negotiated,professional
32908,302.040000,0002M,CPT,ffs,negotiated,professional
39899,251.700000,0002M,CPT,ffs,negotiated,professional
61774,181.220000,0002M,CPT,ffs,negotiated,institutional
50096,302.040000,0002M,CPT,ffs,negotiated,professional
8825,1130.870000,0002M,CPT,ffs,negotiated,professional
27681,176.190000,0002M,CPT,ffs,negotiated,professional
16264,302.040000,0002M,CPT,ffs,negotiated,professional
44919,251.700000,0002M,CPT,ffs,negotiated,professional
16244,211.430000,0002M,CPT,ffs,negotiated,professional
27346,302.040000,0002M,CPT,ffs,negotiated,professional
54277,321.750000,0002M,CPT,ffs,negotiated,professional
49432,302.040000,0002M,CPT,ffs,negotiated,professional
43939,302.040000,0002M,CPT,ffs,negotiated,professional
4682,211.430000,0002M,CPT,ffs,negotiated,professional
13125,211.430000,0002M,CPT,ffs,negotiated,professional
41438,176.190000,0002M,CPT,ffs,negotiated,professional
5796,302.040000,0002M,CPT,ffs,negotiated,professional
53622,302.040000,0002M,CPT,ffs,negotiated,professional
37523,427.890000,0002M,CPT,ffs,negotiated,professional
51168,402.720000,0002M,CPT,ffs,negotiated,professional
54854,211.430000,0002M,CPT,ffs,negotiated,professional
9574,191.290000,0002M,CPT,ffs,negotiated,professional
14547,302.040000,0002M,CPT,ffs,negotiated,professional
21642,302.040000,0002M,CPT,ffs,negotiated,professional
59642,1057.140000,0002M,CPT,ffs,negotiated,professional
54637,211.430000,0002M,CPT,ffs,negotiated,professional
23142,302.040000,0002M,CPT,ffs,negotiated,professional
47649,211.430000,0002M,CPT,ffs,negotiated,professional
30784,211.430000,0002M,CPT,ffs,negotiated,professional
31792,410.770000,0002M,CPT,ffs,negotiated,professional
20507,1465.900000,0002M,CPT,ffs,negotiated,professional
35432,302.040000,0002M,CPT,ffs,negotiated,professional
58259,176.190000,0002M,CPT,ffs,negotiated,professional
3950,211.430000,0002M,CPT,ffs,negotiated,professional
27458,211.430000,0002M,CPT,ffs,negotiated,professional
54383,302.040000,0002M,CPT,ffs,negotiated,professional
5985,302.040000,0002M,CPT,ffs,negotiated,professional
41286,251.700000,0002M,CPT,ffs,negotiated,professional
30232,251.700000,0002M,CPT,ffs,negotiated,professional
8124,251.700000,0002M,CPT,ffs,negotiated,professional
55389,211.430000,0002M,CPT,ffs,negotiated,professional
29815,211.430000,0002M,CPT,ffs,negotiated,professional
48564,211.430000,0002M,CPT,ffs,negotiated,professional
2191,211.430000,0002M,CPT,ffs,negotiated,professional
23894,176.190000,0002M,CPT,ffs,negotiated,professional
33259,211.430000,0002M,CPT,ffs,negotiated,professional
31516,211.430000,0002M,CPT,ffs,negotiated,professional
37188,251.700000,0002M,CPT,ffs,negotiated,professional
20124,513.470000,0002M,CPT,ffs,negotiated,professional
42245,211.430000,0002M,CPT,ffs,negotiated,professional
14993,176.190000,0002M,CPT,ffs,negotiated,professional
32986,211.430000,0002M,CPT,ffs,negotiated,professional
1198,176.190000,0002M,CPT,ffs,negotiated,professional
59695,629.250000,0002M,CPT,ffs,negotiated,professional
10090,211.430000,0002M,CPT,ffs,negotiated,professional
34809,176.190000,0002M,CPT,ffs,negotiated,professional
29511,302.040000,0002M,CPT,ffs,negotiated,professional
3786,237.510000,0002M,CPT,ffs,negotiated,professional
51692,211.430000,0002M,CPT,ffs,negotiated,professional
4529,302.040000,0002M,CPT,ffs,negotiated,professional
26966,302.040000,0002M,CPT,ffs,negotiated,professional
44906,302.040000,0002M,CPT,ffs,negotiated,professional
42263,211.430000,0002M,CPT,ffs,negotiated,professional
2494,211.430000,0002M,CPT,ffs,negotiated,professional
24633,211.430000,0002M,CPT,ffs,negotiated,professional
47354,211.430000,0002M,CPT,ffs,negotiated,professional
40447,251.700000,0002M,CPT,ffs,negotiated,professional
31641,241.630000,0002M,CPT,ffs,negotiated,professional
16901,251.700000,0002M,CPT,ffs,negotiated,professional
43311,578.910000,0002M,CPT,ffs,negotiated,professional
52178,302.040000,0002M,CPT,ffs,negotiated,professional
19150,211.430000,0002M,CPT,ffs,negotiated,professional
26157,211.430000,0002M,CPT,ffs,negotiated,professional
33792,211.430000,0002M,CPT,ffs,negotiated,professional
41381,211.430000,0002M,CPT,ffs,negotiated,professional
20069,302.040000,0002M,CPT,ffs,negotiated,professional
14039,211.430000,0002M,CPT,ffs,negotiated,professional
23190,503.400000,0002M,CPT,ffs,negotiated,institutional
40173,211.430000,0002M,CPT,ffs,negotiated,professional
30894,503.400000,0002M,CPT,ffs,negotiated,institutional
8215,211.430000,0002M,CPT,ffs,negotiated,professional
26260,302.040000,0002M,CPT,ffs,negotiated,professional
41258,176.190000,0002M,CPT,ffs,negotiated,professional
2034,302.040000,0002M,CPT,ffs,negotiated,professional
43949,176.190000,0002M,CPT,ffs,negotiated,professional
42400,211.430000,0002M,CPT,ffs,negotiated,professional
59575,211.430000,0002M,CPT,ffs,negotiated,professional
20296,377.550000,0002M,CPT,ffs,negotiated,professional
53871,256.730000,0002M,CPT,ffs,negotiated,professional
61004,302.040000,0002M,CPT,ffs,negotiated,professional
24967,302.040000,0002M,CPT,ffs,negotiated,professional
53323,176.190000,0002M,CPT,ffs,negotiated,professional
55606,226.530000,0002M,CPT,ffs,negotiated,professional
22159,211.430000,0002M,CPT,ffs,negotiated,professional
61090,211.430000,0002M,CPT,ffs,negotiated,professional
52215,211.430000,0002M,CPT,ffs,negotiated,professional
31403,251.700000,0002M,CPT,ffs,negotiated,professional
14900,226.530000,0002M,CPT,ffs,negotiated,professional
40975,251.700000,0002M,CPT,ffs,negotiated,professional
20907,211.430000,0002M,CPT,ffs,negotiated,professional
45481,302.040000,0002M,CPT,ffs,negotiated,professional
49076,251.700000,0002M,CPT,ffs,negotiated,professional
49824,201.360000,0002M,CPT,ffs,negotiated,professional
7067,211.430000,0002M,CPT,ffs,negotiated,professional
55490,251.700000,0002M,CPT,ffs,negotiated,professional
16671,251.700000,0002M,CPT,ffs,negotiated,professional
4029,211.430000,0002M,CPT,ffs,negotiated,professional
35117,211.430000,0002M,CPT,ffs,negotiated,professional
17504,1761.900000,0002M,CPT,ffs,negotiated,professional
6193,211.430000,0002M,CPT,ffs,negotiated,professional
7189,211.430000,0002M,CPT,ffs,negotiated,professional
61708,211.430000,0002M,CPT,ffs,negotiated,professional
20117,211.430000,0002M,CPT,ffs,negotiated,professional
8390,211.430000,0002M,CPT,ffs,negotiated,professional
2192,302.040000,0002M,CPT,ffs,negotiated,professional
48689,822.610000,0002M,CPT,ffs,negotiated,professional
21219,211.430000,0002M,CPT,ffs,negotiated,professional
19202,211.430000,0002M,CPT,ffs,negotiated,professional
59063,211.430000,0002M,CPT,ffs,negotiated,professional
55885,503.400000,0002M,CPT,ffs,negotiated,professional
42409,211.430000,0002M,CPT,ffs,negotiated,professional
52346,226.530000,0002M,CPT,ffs,negotiated,professional
18318,211.430000,0002M,CPT,ffs,negotiated,professional
39856,211.430000,0002M,CPT,ffs,negotiated,professional
33389,553.740000,0002M,CPT,ffs,negotiated,professional
13628,377.550000,0002M,CPT,ffs,negotiated,professional
41662,176.190000,0002M,CPT,ffs,negotiated,professional
55314,211.430000,0002M,CPT,ffs,negotiated,professional
5961,211.430000,0002M,CPT,ffs,negotiated,professional
49776,211.430000,0002M,CPT,ffs,negotiated,professional
13562,302.040000,0002M,CPT,ffs,negotiated,professional
44837,453.060000,0002M,CPT,ffs,negotiated,professional
21962,211.430000,0002M,CPT,ffs,negotiated,professional
12468,211.430000,0002M,CPT,ffs,negotiated,professional
2166,478.230000,0002M,CPT,ffs,negotiated,professional
36546,211.430000,0002M,CPT,ffs,negotiated,professional
8557,211.430000,0002M,CPT,ffs,negotiated,professional
9332,302.040000,0002M,CPT,ffs,negotiated,professional
58189,211.430000,0002M,CPT,ffs,negotiated,professional
28409,302.040000,0002M,CPT,ffs,negotiated,professional
24619,201.360000,0002M,CPT,ffs,negotiated,professional
41112,211.430000,0002M,CPT,ffs,negotiated,professional
11219,211.430000,0002M,CPT,ffs,negotiated,professional
50771,211.430000,0002M,CPT,ffs,negotiated,professional
49853,251.700000,0002M,CPT,ffs,negotiated,professional
52041,211.430000,0002M,CPT,ffs,negotiated,professional
7880,211.430000,0002M,CPT,ffs,negotiated,professional
31954,211.430000,0002M,CPT,ffs,negotiated,professional
48990,211.430000,0002M,CPT,ffs,negotiated,professional
26154,211.430000,0002M,CPT,ffs,negotiated,professional
50975,211.430000,0002M,CPT,ffs,negotiated,professional
43302,211.430000,0002M,CPT,ffs,negotiated,professional
25899,503.400000,0002M,CPT,ffs,negotiated,professional
51517,906.120000,0002M,CPT,ffs,negotiated,professional
1509,211.430000,0002M,CPT,ffs,negotiated,professional
7031,302.040000,0002M,CPT,ffs,negotiated,professional
2733,302.040000,0002M,CPT,ffs,negotiated,professional
13029,211.430000,0002M,CPT,ffs,negotiated,professional
10821,176.190000,0002M,CPT,ffs,negotiated,professional
24848,226.530000,0002M,CPT,ffs,negotiated,professional
5249,302.040000,0002M,CPT,ffs,negotiated,professional
55122,327.210000,0002M,CPT,ffs,negotiated,professional
43047,251.700000,0002M,CPT,ffs,negotiated,professional
50948,211.430000,0002M,CPT,ffs,negotiated,professional
30561,2559.480000,0002M,CPT,ffs,negotiated,professional
59498,176.190000,0002M,CPT,ffs,negotiated,professional
48879,211.430000,0002M,CPT,ffs,negotiated,professional
42220,302.040000,0002M,CPT,ffs,negotiated,professional
33039,503.400000,0002M,CPT,ffs,negotiated,professional
8348,226.530000,0002M,CPT,ffs,negotiated,professional
54244,176.190000,0002M,CPT,ffs,negotiated,professional
24503,168.820000,0002M,CPT,ffs,negotiated,professional
49665,211.430000,0002M,CPT,ffs,negotiated,professional
15910,654.420000,0002M,CPT,ffs,negotiated,professional
28233,211.430000,0002M,CPT,ffs,negotiated,professional
28013,201.360000,0002M,CPT,ffs,negotiated,professional
43772,302.040000,0002M,CPT,ffs,negotiated,professional
25971,1006.800000,0002M,CPT,ffs,negotiated,professional
2004,503.400000,0002M,CPT,ffs,negotiated,professional
27822,211.430000,0002M,CPT,ffs,negotiated,professional
14723,302.040000,0002M,CPT,ffs,negotiated,professional
50700,211.430000,0002M,CPT,ffs,negotiated,professional
59029,956.460000,0002M,CPT,ffs,negotiated,professional
24583,211.430000,0002M,CPT,ffs,negotiated,professional
58011,503.400000,0002M,CPT,ffs,negotiated,professional
6262,211.430000,0002M,CPT,ffs,negotiated,professional
48221,302.040000,0002M,CPT,ffs,negotiated,professional
27810,226.530000,0002M,CPT,ffs,negotiated,professional
53163,302.040000,0002M,CPT,ffs,negotiated,professional
26047,211.430000,0002M,CPT,ffs,negotiated,professional
41865,302.040000,0002M,CPT,ffs,negotiated,professional
847,211.430000,0002M,CPT,ffs,negotiated,professional
46095,211.430000,0002M,CPT,ffs,negotiated,professional
36140,302.040000,0002M,CPT,ffs,negotiated,professional
30061,211.430000,0002M,CPT,ffs,negotiated,professional
52256,302.040000,0002M,CPT,ffs,negotiated,professional
46428,211.430000,0002M,CPT,ffs,negotiated,professional
28630,302.040000,0002M,CPT,ffs,negotiated,professional
18693,176.190000,0002M,CPT,ffs,negotiated,professional
11497,226.530000,0002M,CPT,ffs,negotiated,professional
2195,276.870000,0002M,CPT,ffs,negotiated,professional
26879,211.430000,0002M,CPT,ffs,negotiated,professional
45874,226.530000,0002M,CPT,ffs,negotiated,professional
28748,211.430000,0002M,CPT,ffs,negotiated,professional
25364,211.430000,0002M,CPT,ffs,negotiated,professional
1031,211.430000,0002M,CPT,ffs,negotiated,professional
14035,261.870000,0002M,CPT,ffs,negotiated,professional
8630,211.430000,0002M,CPT,ffs,negotiated,professional
39264,302.040000,0002M,CPT,ffs,negotiated,professional
49016,503.400000,0002M,CPT,ffs,negotiated,professional
57110,251.700000,0002M,CPT,ffs,negotiated,professional
36448,251.700000,0002M,CPT,ffs,negotiated,professional
2251,211.430000,0002M,CPT,ffs,negotiated,professional
14271,211.430000,0002M,CPT,ffs,negotiated,professional
40002,211.430000,0002M,CPT,ffs,negotiated,professional
6837,302.040000,0002M,CPT,ffs,negotiated,professional
51479,302.040000,0002M,CPT,ffs,negotiated,professional
10513,211.430000,0002M,CPT,ffs,negotiated,professional
29764,211.430000,0002M,CPT,ffs,negotiated,professional
47513,211.430000,0002M,CPT,ffs,negotiated,professional
7768,503.400000,0002M,CPT,ffs,negotiated,institutional
54366,211.430000,0002M,CPT,ffs,negotiated,professional
48284,211.430000,0002M,CPT,ffs,negotiated,professional
1716,302.040000,0002M,CPT,ffs,negotiated,professional
44133,211.430000,0002M,CPT,ffs,negotiated,professional
38956,629.250000,0002M,CPT,ffs,negotiated,professional
38585,211.430000,0002M,CPT,ffs,negotiated,professional
58938,211.430000,0002M,CPT,ffs,negotiated,professional
29017,2013.600000,0002M,CPT,ffs,negotiated,professional
61363,302.040000,0002M,CPT,ffs,negotiated,professional
36021,211.430000,0002M,CPT,ffs,negotiated,professional
60626,211.430000,0002M,CPT,ffs,negotiated,professional
47227,302.040000,0002M,CPT,ffs,negotiated,professional
27448,916.540000,0002M,CPT,ffs,negotiated,professional
20637,302.040000,0002M,CPT,ffs,negotiated,professional
38529,211.430000,0002M,CPT,ffs,negotiated,professional
35475,1011.280000,0002M,CPT,ffs,negotiated,professional
646,211.430000,0002M,CPT,ffs,negotiated,professional
31273,302.040000,0002M,CPT,ffs,negotiated,professional
30271,176.190000,0002M,CPT,ffs,negotiated,professional
5404,211.430000,0002M,CPT,ffs,negotiated,professional
54495,211.430000,0002M,CPT,ffs,negotiated,professional
13373,211.430000,0002M,CPT,ffs,negotiated,professional
18649,211.430000,0002M,CPT,ffs,negotiated,professional
59062,211.430000,0002M,CPT,ffs,negotiated,professional
40278,176.190000,0002M,CPT,ffs,negotiated,professional
45396,211.430000,0002M,CPT,ffs,negotiated,professional
4804,251.700000,0002M,CPT,ffs,negotiated,professional
5304,211.430000,0002M,CPT,ffs,negotiated,professional
37195,211.430000,0002M,CPT,ffs,negotiated,professional
59218,302.040000,0002M,CPT,ffs,negotiated,professional
44812,211.430000,0002M,CPT,ffs,negotiated,professional
55983,503.400000,0002M,CPT,ffs,negotiated,professional
34213,1837.410000,0002M,CPT,ffs,negotiated,professional
23472,211.430000,0002M,CPT,ffs,negotiated,professional
91,211.430000,0002M,CPT,ffs,negotiated,professional
26500,211.430000,0002M,CPT,ffs,negotiated,professional
51238,211.430000,0002M,CPT,ffs,negotiated,professional
42344,729.930000,0002M,CPT,ffs,negotiated,professional
4718,321.050000,0002M,CPT,ffs,negotiated,professional
9767,211.430000,0002M,CPT,ffs,negotiated,professional
