provider_reference,negotiated_rate,billing_code,billing_code_type,negotiation_arrangement,negotiated_type,billing_class
11546,211.430000,0002M,CPT,ffs,negotiated,professional
14792,674.560000,0002M,CPT,ffs,negotiated,professional
61194,281.810000,0002M,CPT,ffs,negotiated,professional
46089,211.430000,0002M,CPT,ffs,negotiated,professional
20845,211.430000,0002M,CPT,ffs,negotiated,professional
5110,302.040000,0002M,CPT,ffs,negotiated,professional
25912,211.430000,0002M,CPT,ffs,negotiated,professional
12402,211.430000,0002M,CPT,ffs,negotiated,professional
6437,211.430000,0002M,CPT,ffs,negotiated,professional
20842,211.430000,0002M,CPT,ffs,negotiated,professional
14602,176.190000,0002M,CPT,ffs,negotiated,professional
1005,211.430000,0002M,CPT,ffs,negotiated,professional
32819,260.760000,0002M,CPT,ffs,negotiated,professional
49932,211.430000,0002M,CPT,ffs,negotiated,professional
31807,211.430000,0002M,CPT,ffs,negotiated,professional
16613,302.040000,0002M,CPT,ffs,negotiated,professional
11356,302.040000,0002M,CPT,ffs,negotiated,professional
28904,302.040000,0002M,CPT,ffs,negotiated,professional
52015,302.040000,0002M,CPT,ffs,negotiated,professional
29968,211.430000,0002M,CPT,ffs,negotiated,professional
47353,211.430000,0002M,CPT,ffs,negotiated,professional
46511,211.430000,0002M,CPT,ffs,negotiated,professional
37682,211.430000,0002M,CPT,ffs,negotiated,professional
1552,211.430000,0002M,CPT,ffs,negotiated,professional
59521,302.040000,0002M,CPT,ffs,negotiated,professional
55858,302.040000,0002M,CPT,ffs,negotiated,professional
22050,211.430000,0002M,CPT,ffs,negotiated,professional
38218,302.040000,0002M,CPT,ffs,negotiated,professional
10222,302.040000,0002M,CPT,ffs,negotiated,professional
20221,226.530000,0002M,CPT,ffs,negotiated,professional
371,302.040000,0002M,CPT,ffs,negotiated,professional
50006,327.210000,0002M,CPT,ffs,negotiated,professional
30899,211.430000,0002M,CPT,ffs,negotiated,professional
49683,211.430000,0002M,CPT,ffs,negotiated,professional
1605,302.040000,0002M,CPT,ffs,negotiated,professional
55547,211.430000,0002M,CPT,ffs,negotiated,professional
9075,211.430000,0002M,CPT,ffs,negotiated,professional
27579,302.040000,0002M,CPT,ffs,negotiated,professional
7217,211.430000,0002M,CPT,ffs,negotiated,professional
39985,211.430000,0002M,CPT,ffs,negotiated,professional
47439,211.430000,0002M,CPT,ffs,negotiated,professional
131,302.040000,0002M,CPT,ffs,negotiated,professional
6285,453.060000,0002M,CPT,ffs,negotiated,professional
31604,302.040000,0002M,CPT,ffs,negotiated,professional
45851,302.040000,0002M,CPT,ffs,negotiated,professional
8057,211.430000,0002M,CPT,ffs,negotiated,professional
40727,211.430000,0002M,CPT,ffs,negotiated,professional
50672,251.700000,0002M,CPT,ffs,negotiated,professional
40708,211.430000,0002M,CPT,ffs,negotiated,professional
30016,251.700000,0002M,CPT,ffs,negotiated,professional
46796,302.040000,0002M,CPT,ffs,negotiated,professional
45619,211.430000,0002M,CPT,ffs,negotiated,professional
19394,211.430000,0002M,CPT,ffs,negotiated,professional
46443,211.430000,0002M,CPT,ffs,negotiated,professional
61051,176.190000,0002M,CPT,ffs,negotiated,professional
36846,211.430000,0002M,CPT,ffs,negotiated,professional
35521,248.880000,0002M,CPT,ffs,negotiated,professional
7479,226.530000,0002M,CPT,ffs,negotiated,professional
11495,211.430000,0002M,CPT,ffs,negotiated,professional
588,211.430000,0002M,CPT,ffs,negotiated,professional
52378,251.700000,0002M,CPT,ffs,negotiated,professional
47323,322.330000,0002M,CPT,ffs,negotiated,professional
34031,302.040000,0002M,CPT,ffs,negotiated,professional
53085,211.430000,0002M,CPT,ffs,negotiated,professional
61401,302.040000,0002M,CPT,ffs,negotiated,professional
33822,211.430000,0002M,CPT,ffs,negotiated,professional
17768,503.400000,0002M,CPT,ffs,negotiated,professional
32903,211.430000,0002M,CPT,ffs,negotiated,professional
47987,503.400000,0002M,CPT,ffs,negotiated,professional
6027,312.110000,0002M,CPT,ffs,negotiated,professional
20359,302.040000,0002M,CPT,ffs,negotiated,professional
34592,302.040000,0002M,CPT,ffs,negotiated,professional
8177,211.430000,0002M,CPT,ffs,negotiated,professional
34267,211.430000,0002M,CPT,ffs,negotiated,professional
34856,211.430000,0002M,CPT,ffs,negotiated,professional
13419,211.430000,0002M,CPT,ffs,negotiated,professional
60589,302.040000,0002M,CPT,ffs,negotiated,professional
50254,211.430000,0002M,CPT,ffs,negotiated,professional
42718,302.040000,0002M,CPT,ffs,negotiated,professional
12146,251.700000,0002M,CPT,ffs,negotiated,professional
26867,302.040000,0002M,CPT,ffs,negotiated,professional
53384,226.530000,0002M,CPT,ffs,negotiated,professional
21347,211.430000,0002M,CPT,ffs,negotiated,professional
46642,302.040000,0002M,CPT,ffs,negotiated,professional
15818,302.040000,0002M,CPT,ffs,negotiated,professional
61050,311.920000,0002M,CPT,ffs,negotiated,professional
34489,302.040000,0002M,CPT,ffs,negotiated,professional
54844,211.430000,0002M,CPT,ffs,negotiated,professional
37635,211.430000,0002M,CPT,ffs,negotiated,professional
8307,211.430000,0002M,CPT,ffs,negotiated,professional
54454,755.100000,0002M,CPT,ffs,negotiated,professional
31278,211.430000,0002M,CPT,ffs,negotiated,professional
24431,302.040000,0002M,CPT,ffs,negotiated,professional
61445,256.730000,0002M,CPT,ffs,negotiated,professional
25016,503.400000,0002M,CPT,ffs,negotiated,professional
49059,176.190000,0002M,CPT,ffs,negotiated,professional
49440,302.040000,0002M,CPT,ffs,negotiated,professional
3975,302.040000,0002M,CPT,ffs,negotiated,professional
28776,211.430000,0002M,CPT,ffs,negotiated,professional
16043,211.430000,0002M,CPT,ffs,negotiated,professional
47593,211.430000,0002M,CPT,ffs,negotiated,professional
37208,302.040000,0002M,CPT,ffs,negotiated,professional
1000,211.430000,0002M,CPT,ffs,negotiated,professional
33595,211.430000,0002M,CPT,ffs,negotiated,professional
28383,289.870000,0002M,CPT,ffs,negotiated,professional
43779,211.430000,0002M,CPT,ffs,negotiated,professional
30154,302.040000,0002M,CPT,ffs,negotiated,professional
45312,211.430000,0002M,CPT,ffs,negotiated,professional
53048,211.430000,0002M,CPT,ffs,negotiated,professional
2023,302.040000,0002M,CPT,ffs,negotiated,professional
29505,211.430000,0002M,CPT,ffs,negotiated,professional
55552,302.040000,0002M,CPT,ffs,negotiated,professional
28790,211.430000,0002M,CPT,ffs,negotiated,professional
27016,302.040000,0002M,CPT,ffs,negotiated,professional
24480,302.040000,0002M,CPT,ffs,negotiated,professional
1033,704.760000,0002M,CPT,ffs,negotiated,professional
2118,211.430000,0002M,CPT,ffs,negotiated,professional
51150,211.430000,0002M,CPT,ffs,negotiated,professional
50982,675.760000,0002M,CPT,ffs,negotiated,professional
21831,302.040000,0002M,CPT,ffs,negotiated,professional
22144,251.700000,0002M,CPT,ffs,negotiated,professional
32327,211.430000,0002M,CPT,ffs,negotiated,professional
41548,302.040000,0002M,CPT,ffs,negotiated,professional
12873,654.420000,0002M,CPT,ffs,negotiated,professional
23495,302.040000,0002M,CPT,ffs,negotiated,professional
41958,302.040000,0002M,CPT,ffs,negotiated,professional
15147,211.430000,0002M,CPT,ffs,negotiated,professional
52989,327.210000,0002M,CPT,ffs,negotiated,professional
36734,176.190000,0002M,CPT,ffs,negotiated,professional
17691,1006.800000,0002M,CPT,ffs,negotiated,professional
38432,211.430000,0002M,CPT,ffs,negotiated,professional
2601,211.430000,0002M,CPT,ffs,negotiated,professional
56718,211.430000,0002M,CPT,ffs,negotiated,professional
27481,503.400000,0002M,CPT,ffs,negotiated,professional
48055,211.430000,0002M,CPT,ffs,negotiated,professional
15217,211.430000,0002M,CPT,ffs,negotiated,professional
24398,326.200000,0002M,CPT,ffs,negotiated,professional
47946,211.430000,0002M,CPT,ffs,negotiated,professional
49884,211.430000,0002M,CPT,ffs,negotiated,professional
14232,211.430000,0002M,CPT,ffs,negotiated,professional
37164,211.430000,0002M,CPT,ffs,negotiated,professional
45757,302.040000,0002M,CPT,ffs,negotiated,professional
41798,211.430000,0002M,CPT,ffs,negotiated,professional
58240,302.040000,0002M,CPT,ffs,negotiated,professional
19393,453.060000,0002M,CPT,ffs,negotiated,institutional
7336,211.430000,0002M,CPT,ffs,negotiated,professional
48075,302.040000,0002M,CPT,ffs,negotiated,professional
18599,302.040000,0002M,CPT,ffs,negotiated,professional
39237,503.400000,0002M,CPT,ffs,negotiated,professional
7963,211.430000,0002M,CPT,ffs,negotiated,professional
31374,211.430000,0002M,CPT,ffs,negotiated,professional
59670,211.430000,0002M,CPT,ffs,negotiated,professional
686,176.190000,0002M,CPT,ffs,negotiated,professional
30803,503.400000,0002M,CPT,ffs,negotiated,professional
17990,211.430000,0002M,CPT,ffs,negotiated,professional
10302,719.860000,0002M,CPT,ffs,negotiated,professional
25146,533.860000,0002M,CPT,ffs,negotiated,professional
40777,211.430000,0002M,CPT,ffs,negotiated,professional
14776,211.430000,0002M,CPT,ffs,negotiated,professional
34969,211.430000,0002M,CPT,ffs,negotiated,professional
44484,211.430000,0002M,CPT,ffs,negotiated,professional
6111,176.190000,0002M,CPT,ffs,negotiated,professional
33099,302.040000,0002M,CPT,ffs,negotiated,professional
22582,211.430000,0002M,CPT,ffs,negotiated,professional
40525,211.430000,0002M,CPT,ffs,negotiated,professional
5264,604.080000,0002M,CPT,ffs,negotiated,professional
48958,211.430000,0002M,CPT,ffs,negotiated,professional
14346,211.430000,0002M,CPT,ffs,negotiated,professional
52289,211.430000,0002M,CPT,ffs,negotiated,professional
25685,503.400000,0002M,CPT,ffs,negotiated,professional
15514,302.040000,0002M,CPT,ffs,negotiated,professional
34748,503.400000,0002M,CPT,ffs,negotiated,institutional
61150,2070.940000,0002M,CPT,ffs,negotiated,professional
51998,211.430000,0002M,CPT,ffs,negotiated,professional
56327,302.040000,0002M,CPT,ffs,negotiated,professional
49862,211.430000,0002M,CPT,ffs,negotiated,professional
57413,211.430000,0002M,CPT,ffs,negotiated,professional
44716,211.430000,0002M,CPT,ffs,negotiated,professional
11972,211.430000,0002M,CPT,ffs,negotiated,professional
56384,251.700000,0002M,CPT,ffs,negotiated,professional
4417,302.040000,0002M,CPT,ffs,negotiated,professional
58372,256.730000,0002M,CPT,ffs,negotiated,professional
41470,211.430000,0002M,CPT,ffs,negotiated,professional
17565,176.190000,0002M,CPT,ffs,negotiated,professional
53748,211.430000,0002M,CPT,ffs,negotiated,professional
58562,302.040000,0002M,CPT,ffs,negotiated,professional
40089,503.400000,0002M,CPT,ffs,negotiated,professional
60565,211.430000,0002M,CPT,ffs,negotiated,professional
6805,211.430000,0002M,CPT,ffs,negotiated,professional
56361,453.060000,0002M,CPT,ffs,negotiated,professional
37736,211.430000,0002M,CPT,ffs,negotiated,professional
33676,302.040000,0002M,CPT,ffs,negotiated,professional
15510,211.430000,0002M,CPT,ffs,negotiated,professional
17609,211.430000,0002M,CPT,ffs,negotiated,professional
44376,211.430000,0002M,CPT,ffs,negotiated,professional
44144,312.610000,0002M,CPT,ffs,negotiated,professional
11713,503.400000,0002M,CPT,ffs,negotiated,professional
45363,302.040000,0002M,CPT,ffs,negotiated,professional
32197,211.430000,0002M,CPT,ffs,negotiated,professional
48701,302.040000,0002M,CPT,ffs,negotiated,professional
4184,508.430000,0002M,CPT,ffs,negotiated,professional
46494,302.040000,0002M,CPT,ffs,negotiated,professional
18222,302.040000,0002M,CPT,ffs,negotiated,professional
23938,1006.800000,0002M,CPT,ffs,negotiated,professional
21668,211.430000,0002M,CPT,ffs,negotiated,professional
10416,302.040000,0002M,CPT,ffs,negotiated,professional
44139,211.430000,0002M,CPT,ffs,negotiated,professional
11516,211.430000,0002M,CPT,ffs,negotiated,professional
2877,211.430000,0002M,CPT,ffs,negotiated,professional
3278,211.430000,0002M,CPT,ffs,negotiated,professional
36577,211.430000,0002M,CPT,ffs,negotiated,professional
14793,251.700000,0002M,CPT,ffs,negotiated,professional
37464,251.700000,0002M,CPT,ffs,negotiated,professional
45383,302.040000,0002M,CPT,ffs,negotiated,professional
15564,211.430000,0002M,CPT,ffs,negotiated,professional
25848,211.430000,0002M,CPT,ffs,negotiated,professional
36371,427.890000,0002M,CPT,ffs,negotiated,professional
40895,211.430000,0002M,CPT,ffs,negotiated,professional
28033,211.430000,0002M,CPT,ffs,negotiated,professional
16691,211.430000,0002M,CPT,ffs,negotiated,professional
23904,302.040000,0002M,CPT,ffs,negotiated,professional
50337,211.430000,0002M,CPT,ffs,negotiated,professional
43814,302.040000,0002M,CPT,ffs,negotiated,professional
5001,211.430000,0002M,CPT,ffs,negotiated,professional
31393,211.430000,0002M,CPT,ffs,negotiated,professional
26091,211.430000,0002M,CPT,ffs,negotiated,professional
44870,211.430000,0002M,CPT,ffs,negotiated,professional
29410,302.040000,0002M,CPT,ffs,negotiated,professional
5376,251.700000,0002M,CPT,ffs,negotiated,professional
34747,503.400000,0002M,CPT,ffs,negotiated,institutional
1772,211.430000,0002M,CPT,ffs,negotiated,professional
36692,604.080000,0002M,CPT,ffs,negotiated,institutional
39935,302.040000,0002M,CPT,ffs,negotiated,professional
41048,302.040000,0002M,CPT,ffs,negotiated,professional
39540,302.040000,0002M,CPT,ffs,negotiated,professional
21123,241.630000,0002M,CPT,ffs,negotiated,professional
7279,211.430000,0002M,CPT,ffs,negotiated,professional
45343,240.330000,0002M,CPT,ffs,negotiated,professional
25153,302.040000,0002M,CPT,ffs,negotiated,professional
30857,302.040000,0002M,CPT,ffs,negotiated,professional
34116,211.430000,0002M,CPT,ffs,negotiated,professional
27996,302.040000,0002M,CPT,ffs,negotiated,professional
56070,262.270000,0002M,CPT,ffs,negotiated,professional
20341,211.430000,0002M,CPT,ffs,negotiated,professional
327,211.430000,0002M,CPT,ffs,negotiated,professional
40807,201.360000,0002M,CPT,ffs,negotiated,professional
26215,604.080000,0002M,CPT,ffs,negotiated,professional
11573,302.040000,0002M,CPT,ffs,negotiated,professional
5374,242.110000,0002M,CPT,ffs,negotiated,professional
33147,302.040000,0002M,CPT,ffs,negotiated,professional
16287,211.430000,0002M,CPT,ffs,negotiated,professional
39745,276.870000,0002M,CPT,ffs,negotiated,professional
28046,211.430000,0002M,CPT,ffs,negotiated,professional
7923,302.040000,0002M,CPT,ffs,negotiated,professional
30030,302.040000,0002M,CPT,ffs,negotiated,professional
45949,211.430000,0002M,CPT,ffs,negotiated,professional
17670,211.430000,0002M,CPT,ffs,negotiated,professional
3177,302.040000,0002M,CPT,ffs,negotiated,professional
59342,302.040000,0002M,CPT,ffs,negotiated,professional
2151,302.040000,0002M,CPT,ffs,negotiated,professional
30812,211.430000,0002M,CPT,ffs,negotiated,professional
3717,211.430000,0002M,CPT,ffs,negotiated,professional
34411,256.730000,0002M,CPT,ffs,negotiated,professional
43961,276.870000,0002M,CPT,ffs,negotiated,professional
56696,629.250000,0002M,CPT,ffs,negotiated,professional
56342,320.430000,0002M,CPT,ffs,negotiated,professional
39588,629.250000,0002M,CPT,ffs,negotiated,professional
58559,211.430000,0002M,CPT,ffs,negotiated,professional
10161,503.400000,0002M,CPT,ffs,negotiated,professional
47436,211.430000,0002M,CPT,ffs,negotiated,professional
13214,211.430000,0002M,CPT,ffs,negotiated,professional
11952,302.040000,0002M,CPT,ffs,negotiated,professional
25002,822.610000,0002M,CPT,ffs,negotiated,professional
43243,211.430000,0002M,CPT,ffs,negotiated,professional
54565,176.190000,0002M,CPT,ffs,negotiated,professional
12269,1409.520000,0002M,CPT,ffs,negotiated,professional
53863,251.700000,0002M,CPT,ffs,negotiated,professional
44172,302.040000,0002M,CPT,ffs,negotiated,professional
20975,211.430000,0002M,CPT,ffs,negotiated,professional
47265,211.430000,0002M,CPT,ffs,negotiated,professional
36144,211.430000,0002M,CPT,ffs,negotiated,professional
31060,211.430000,0002M,CPT,ffs,negotiated,professional
43743,211.430000,0002M,CPT,ffs,negotiated,professional
46083,211.430000,0002M,CPT,ffs,negotiated,professional
15419,402.720000,0002M,CPT,ffs,negotiated,professional
58249,302.040000,0002M,CPT,ffs,negotiated,professional
38347,211.430000,0002M,CPT,ffs,negotiated,professional
40978,211.430000,0002M,CPT,ffs,negotiated,professional
1167,211.430000,0002M,CPT,ffs,negotiated,professional
22226,211.430000,0002M,CPT,ffs,negotiated,professional
47163,251.700000,0002M,CPT,ffs,negotiated,professional
51991,211.430000,0002M,CPT,ffs,negotiated,professional
13920,211.430000,0002M,CPT,ffs,negotiated,professional
26792,211.430000,0002M,CPT,ffs,negotiated,professional
11233,211.430000,0002M,CPT,ffs,negotiated,professional
35286,302.040000,0002M,CPT,ffs,negotiated,professional
12341,211.430000,0002M,CPT,ffs,negotiated,professional
5719,211.430000,0002M,CPT,ffs,negotiated,professional
34950,251.700000,0002M,CPT,ffs,negotiated,professional
22145,211.430000,0002M,CPT,ffs,negotiated,professional
16998,211.430000,0002M,CPT,ffs,negotiated,professional
41822,211.430000,0002M,CPT,ffs,negotiated,professional
6559,201.360000,0002M,CPT,ffs,negotiated,professional
49216,211.430000,0002M,CPT,ffs,negotiated,professional
27846,377.550000,0002M,CPT,ffs,negotiated,professional
59466,302.040000,0002M,CPT,ffs,negotiated,professional
31275,211.430000,0002M,CPT,ffs,negotiated,professional
8109,659.450000,0002M,CPT,ffs,negotiated,professional
59032,302.040000,0002M,CPT,ffs,negotiated,professional
37408,302.040000,0002M,CPT,ffs,negotiated,professional
58831,302.040000,0002M,CPT,ffs,negotiated,professional
38264,211.430000,0002M,CPT,ffs,negotiated,professional
11341,226.530000,0002M,CPT,ffs,negotiated,professional
16436,211.430000,0002M,CPT,ffs,negotiated,professional
55502,211.430000,0002M,CPT,ffs,negotiated,professional
49103,211.430000,0002M,CPT,ffs,negotiated,professional
25314,211.430000,0002M,CPT,ffs,negotiated,professional
20704,453.060000,0002M,CPT,ffs,negotiated,professional
6024,211.430000,0002M,CPT,ffs,negotiated,professional
57374,302.040000,0002M,CPT,ffs,negotiated,professional
50555,211.430000,0002M,CPT,ffs,negotiated,professional
60750,211.430000,0002M,CPT,ffs,negotiated,professional
45358,211.430000,0002M,CPT,ffs,negotiated,professional
31149,302.040000,0002M,CPT,ffs,negotiated,professional
50980,211.430000,0002M,CPT,ffs,negotiated,professional
29912,211.430000,0002M,CPT,ffs,negotiated,professional
47929,211.430000,0002M,CPT,ffs,negotiated,professional
27686,211.430000,0002M,CPT,ffs,negotiated,professional
88,211.430000,0002M,CPT,ffs,negotiated,professional
7797,211.430000,0002M,CPT,ffs,negotiated,professional
57848,211.430000,0002M,CPT,ffs,negotiated,professional
52207,523.540000,0002M,CPT,ffs,negotiated,professional
10284,302.040000,0002M,CPT,ffs,negotiated,professional
16232,211.430000,0002M,CPT,ffs,negotiated,professional
2929,211.430000,0002M,CPT,ffs,negotiated,professional
56140,251.700000,0002M,CPT,ffs,negotiated,professional
44140,211.430000,0002M,CPT,ffs,negotiated,professional
51345,302.040000,0002M,CPT,ffs,negotiated,professional
12175,211.430000,0002M,CPT,ffs,negotiated,professional
60652,251.700000,0002M,CPT,ffs,negotiated,professional
5191,251.700000,0002M,CPT,ffs,negotiated,professional
47001,503.400000,0002M,CPT,ffs,negotiated,professional
61114,503.400000,0002M,CPT,ffs,negotiated,professional
28301,276.870000,0002M,CPT,ffs,negotiated,professional
22344,211.430000,0002M,CPT,ffs,negotiated,professional
43472,719.860000,0002M,CPT,ffs,negotiated,professional
49234,251.700000,0002M,CPT,ffs,negotiated,professional
42365,211.430000,0002M,CPT,ffs,negotiated,professional
15109,302.040000,0002M,CPT,ffs,negotiated,professional
26644,302.040000,0002M,CPT,ffs,negotiated,professional
28573,211.430000,0002M,CPT,ffs,negotiated,professional
19786,211.430000,0002M,CPT,ffs,negotiated,professional
53338,211.430000,0002M,CPT,ffs,negotiated,professional
12207,211.430000,0002M,CPT,ffs,negotiated,professional
37801,211.430000,0002M,CPT,ffs,negotiated,professional
159,302.040000,0002M,CPT,ffs,negotiated,professional
28355,211.430000,0002M,CPT,ffs,negotiated,professional
14415,211.430000,0002M,CPT,ffs,negotiated,professional
57737,211.430000,0002M,CPT,ffs,negotiated,professional
16371,211.430000,0002M,CPT,ffs,negotiated,professional
32217,211.430000,0002M,CPT,ffs,negotiated,professional
28251,302.040000,0002M,CPT,ffs,negotiated,professional
11305,644.350000,0002M,CPT,ffs,negotiated,professional
59136,211.430000,0002M,CPT,ffs,negotiated,professional
58649,302.040000,0002M,CPT,ffs,negotiated,professional
33373,211.430000,0002M,CPT,ffs,negotiated,professional
38679,604.080000,0002M,CPT,ffs,negotiated,professional
562,211.430000,0002M,CPT,ffs,negotiated,professional
38028,302.040000,0002M,CPT,ffs,negotiated,professional
55742,211.430000,0002M,CPT,ffs,negotiated,professional
45676,302.040000,0002M,CPT,ffs,negotiated,professional
32685,211.430000,0002M,CPT,ffs,negotiated,professional
27239,211.430000,0002M,CPT,ffs,negotiated,professional
35842,302.040000,0002M,CPT,ffs,negotiated,professional
53437,302.040000,0002M,CPT,ffs,negotiated,professional
27636,211.430000,0002M,CPT,ffs,negotiated,professional
57297,211.430000,0002M,CPT,ffs,negotiated,professional
26651,780.270000,0002M,CPT,ffs,negotiated,professional
21300,211.430000,0002M,CPT,ffs,negotiated,professional
10269,211.430000,0002M,CPT,ffs,negotiated,professional
17448,211.430000,0002M,CPT,ffs,negotiated,professional
45747,251.700000,0002M,CPT,ffs,negotiated,professional
1865,211.430000,0002M,CPT,ffs,negotiated,professional
6330,302.040000,0002M,CPT,ffs,negotiated,professional
54549,211.430000,0002M,CPT,ffs,negotiated,professional
59595,503.400000,0002M,CPT,ffs,negotiated,professional
24148,302.040000,0002M,CPT,ffs,negotiated,professional
17480,211.430000,0002M,CPT,ffs,negotiated,professional
43248,213.440000,0002M,CPT,ffs,negotiated,professional
14371,211.430000,0002M,CPT,ffs,negotiated,professional
58471,251.700000,0002M,CPT,ffs,negotiated,professional
21405,780.270000,0002M,CPT,ffs,negotiated,professional
36293,211.430000,0002M,CPT,ffs,negotiated,professional
2567,211.430000,0002M,CPT,ffs,negotiated,professional
33923,211.430000,0002M,CPT,ffs,negotiated,professional
37305,1258.500000,0002M,CPT,ffs,negotiated,professional
33975,302.040000,0002M,CPT,ffs,negotiated,professional
29947,211.430000,0002M,CPT,ffs,negotiated,professional
55908,302.040000,0002M,CPT,ffs,negotiated,professional
28643,211.430000,0002M,CPT,ffs,negotiated,professional
31921,270.330000,0002M,CPT,ffs,negotiated,professional
8472,211.430000,0002M,CPT,ffs,negotiated,professional
48932,302.040000,0002M,CPT,ffs,negotiated,professional
56538,503.400000,0002M,CPT,ffs,negotiated,professional
61452,503.400000,0002M,CPT,ffs,negotiated,professional
25488,302.040000,0002M,CPT,ffs,negotiated,professional
6145,211.430000,0002M,CPT,ffs,negotiated,professional
4037,211.430000,0002M,CPT,ffs,negotiated,professional
54050,211.430000,0002M,CPT,ffs,negotiated,professional
22823,211.430000,0002M,CPT,ffs,negotiated,professional
36548,226.530000,0002M,CPT,ffs,negotiated,professional
60719,211.430000,0002M,CPT,ffs,negotiated,professional
14416,211.430000,0002M,CPT,ffs,negotiated,professional
12623,211.430000,0002M,CPT,ffs,negotiated,professional
23034,251.700000,0002M,CPT,ffs,negotiated,professional
27808,211.430000,0002M,CPT,ffs,negotiated,professional
43724,251.700000,0002M,CPT,ffs,negotiated,professional
34968,211.430000,0002M,CPT,ffs,negotiated,professional
46128,211.430000,0002M,CPT,ffs,negotiated,professional
25576,211.430000,0002M,CPT,ffs,negotiated,professional
49365,302.040000,0002M,CPT,ffs,negotiated,professional
46772,211.430000,0002M,CPT,ffs,negotiated,professional
17785,211.430000,0002M,CPT,ffs,negotiated,professional
2913,211.430000,0002M,CPT,ffs,negotiated,professional
39202,211.430000,0002M,CPT,ffs,negotiated,professional
40481,302.040000,0002M,CPT,ffs,negotiated,professional
13104,211.430000,0002M,CPT,ffs,negotiated,professional
14002,302.040000,0002M,CPT,ffs,negotiated,professional
2756,604.080000,0002M,CPT,ffs,negotiated,professional
25908,211.430000,0002M,CPT,ffs,negotiated,professional
55590,302.040000,0002M,CPT,ffs,negotiated,professional
48741,211.430000,0002M,CPT,ffs,negotiated,professional
46870,226.530000,0002M,CPT,ffs,negotiated,professional
45898,211.430000,0002M,CPT,ffs,negotiated,professional
6558,302.040000,0002M,CPT,ffs,negotiated,professional
55733,211.430000,0002M,CPT,ffs,negotiated,professional
41169,211.430000,0002M,CPT,ffs,negotiated,professional
5949,1006.800000,0002M,CPT,ffs,negotiated,professional
61383,302.040000,0002M,CPT,ffs,negotiated,professional
16247,211.430000,0002M,CPT,ffs,negotiated,professional
12565,211.430000,0002M,CPT,ffs,negotiated,professional
52177,211.430000,0002M,CPT,ffs,negotiated,professional
30976,211.430000,0002M,CPT,ffs,negotiated,professional
11572,302.040000,0002M,CPT,ffs,negotiated,professional
54880,226.530000,0002M,CPT,ffs,negotiated,professional
47187,211.430000,0002M,CPT,ffs,negotiated,professional
56007,211.430000,0002M,CPT,ffs,negotiated,professional
60316,211.430000,0002M,CPT,ffs,negotiated,professional
41052,302.040000,0002M,CPT,ffs,negotiated,professional
24653,211.430000,0002M,CPT,ffs,negotiated,professional
47468,302.040000,0002M,CPT,ffs,negotiated,professional
13612,151.020000,0002M,CPT,ffs,negotiated,professional
49237,503.400000,0002M,CPT,ffs,negotiated,professional
44015,302.040000,0002M,CPT,ffs,negotiated,professional
20759,211.430000,0002M,CPT,ffs,negotiated,professional
5101,302.040000,0002M,CPT,ffs,negotiated,professional
51574,302.040000,0002M,CPT,ffs,negotiated,professional
21259,635.230000,0002M,CPT,ffs,negotiated,professional
50219,302.040000,0002M,CPT,ffs,negotiated,professional
60717,211.430000,0002M,CPT,ffs,negotiated,professional
57211,211.430000,0002M,CPT,ffs,negotiated,professional
18414,256.730000,0002M,CPT,ffs,negotiated,professional
51668,211.430000,0002M,CPT,ffs,negotiated,professional
22289,676.580000,0002M,CPT,ffs,negotiated,professional
39423,302.040000,0002M,CPT,ffs,negotiated,professional
40734,211.430000,0002M,CPT,ffs,negotiated,professional
15104,211.430000,0002M,CPT,ffs,negotiated,professional
34216,211.430000,0002M,CPT,ffs,negotiated,professional
16909,211.430000,0002M,CPT,ffs,negotiated,professional
44367,211.430000,0002M,CPT,ffs,negotiated,professional
15067,211.430000,0002M,CPT,ffs,negotiated,professional
26310,211.430000,0002M,CPT,ffs,negotiated,professional
31952,176.190000,0002M,CPT,ffs,negotiated,professional
58950,302.040000,0002M,CPT,ffs,negotiated,professional
30923,241.630000,0002M,CPT,ffs,negotiated,professional
1793,302.040000,0002M,CPT,ffs,negotiated,professional
5862,880.950000,0002M,CPT,ffs,negotiated,professional
32705,211.430000,0002M,CPT,ffs,negotiated,professional
25549,176.190000,0002M,CPT,ffs,negotiated,professional
52757,211.430000,0002M,CPT,ffs,negotiated,professional
19916,503.400000,0002M,CPT,ffs,negotiated,professional
15741,211.430000,0002M,CPT,ffs,negotiated,professional
22455,302.040000,0002M,CPT,ffs,negotiated,professional
52880,168.820000,0002M,CPT,ffs,negotiated,professional
3326,211.430000,0002M,CPT,ffs,negotiated,professional
23085,211.430000,0002M,CPT,ffs,negotiated,professional
60273,302.040000,0002M,CPT,ffs,negotiated,professional
25987,211.430000,0002M,CPT,ffs,negotiated,professional
35379,302.040000,0002M,CPT,ffs,negotiated,professional
60430,211.430000,0002M,CPT,ffs,negotiated,professional
4930,337.280000,0002M,CPT,ffs,negotiated,professional
21234,302.040000,0002M,CPT,ffs,negotiated,professional
20919,251.700000,0002M,CPT,ffs,negotiated,professional
13510,503.400000,0002M,CPT,ffs,negotiated,professional
31385,302.040000,0002M,CPT,ffs,negotiated,professional
33592,211.430000,0002M,CPT,ffs,negotiated,professional
43440,176.190000,0002M,CPT,ffs,negotiated,professional
37429,211.430000,0002M,CPT,ffs,negotiated,professional
